step,"time, s",x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99
93,0.000009,-0.923279,1.993468,-1.304834,0.896676,-2.271357,1.496819,0.651508,0.464479,-62.411130,-1.014758,-0.140581,2.787123,0.255831,-12830.432941,-44.948450,0.548526,-0.300431,-1.649033,-5028.042281,0.232939,0.824813,-2.026517,-0.027071,-1.923667,-1.712224,0.386225,-1.888464,-0.349429,1.190580,-35.671860,-1.491668,-2.865691,1.295800,1.070022,-0.748064,1826.576917,-1.018292,4.841182,-340.868672,1.355010,90.073890,5.898220,3.457406,-1.545365,1.932462,-0.501783,0.255743,17.218408,9.970692,0.014329,1.444662,-0.808987,1.149983,-7.226021,2.678950,-17.691756,10.815622,-353.416455,-18.721922,-0.041023,2.978080,0.323258,2.729347,-17.602920,-2.812627,4.508760,-35.642456,-0.781981,44.428273,0.367928,7.018905,3.605776,-1.988893,-9.528179,0.405374,-2156.076162,500.643770,5.451694,37.850149,0.432767,2.113685,2.299845,4.921275,-1.337098,3207.325569,-1.968112,35.425855,-5.782942,6106.109841,2.986294,0.711380,43.429090,0.533918,0.759013,-1.571627,1.409822,9.737176,5.209922,0.440751,0.769084,-2.164694,2.049443,129.249386,-3.027256,2.826518,-9.420684,-1.194592,-12.938337,92.189250,0.867508,-1.930195,-1.087088,7.953581,4.969823,-1.167052,-6.547250,-0.526021,-1.275949,11.933248,26.384030,18.261428,1.628256,-0.289061,-3.330454,-2.931241,14281.741880,-0.046024,-1.731712,-96.374406,0.026852,-120.344777,-1.671445,0.350804,-0.552713,1.091729,2.191581,-4.744763,-0.562824,2.432294,28.880699,8.717941,7.132147,-1.420822,3.170267,-1.250317,-2.109028,-0.738925,-0.894250,0.475764,-1.442510,-2.275028,-1.228827,-194.110200,-3.966618,-2274.820433,-2.833309,-9.230783,5.112089,1.742077,2.691139,2.211813,0.302433,-2.774020,4.098233,-0.744979,-3.057257,3.338459,16.439340,-20.212638,-2.402769,0.880213,8.625356,0.955281,-23.182683,-2.548885,11.009462,55.789496,-2.369706,-0.658189,-1.174920,-0.305690,-0.754811,-55.964300,0.149570,-0.396968,3.145431,-1.774959,1.751955,4.983897,2.102300,-1.803422,728.324625,-5.051755,0.950515,-1.341334,-10.328452,-32.980023,5.837468,-8.037519,-1.741556
94,0.000010,-0.923270,1.993850,-1.305593,0.894865,-2.348841,1.496782,0.651635,0.462985,-62.411130,-1.014762,-0.140514,2.787112,-48.343674,-12830.432941,-44.948450,0.548205,-0.342617,-1.651305,-5028.042281,0.233083,0.824983,-2.026287,-0.028407,-1.923810,-1.712562,0.382916,-1.888673,-0.349459,1.190262,-35.671860,-1.491580,-2.865215,1.295690,1.069949,-0.614326,1826.576917,-1.018140,4.841224,-340.868672,1.355176,90.073890,5.897783,3.457387,-1.545363,1.932494,-0.502306,209.345535,17.218408,9.970684,0.022601,1.444552,-0.808260,1.150631,-7.226019,2.679607,-17.691546,10.815621,-353.416455,-18.721922,-0.040399,2.978028,0.322448,2.729203,-17.602973,-2.812591,4.508771,-35.642456,-0.782402,44.428273,0.371749,7.018904,3.605765,-1.988686,-9.528150,0.405424,-2156.076162,500.643770,5.451691,37.850149,0.432871,2.113751,2.299751,4.921447,-1.336928,3207.325569,-1.967257,35.425856,-5.782940,6106.109841,2.986296,0.711057,43.429090,0.533512,0.759802,-1.571570,1.409426,9.737189,5.209868,0.440814,0.755152,-2.164797,2.049259,129.249386,-3.028459,2.826327,-9.420751,-1.194408,-12.938336,92.189250,0.868491,-1.930277,-1.087036,7.953581,4.969803,-1.167717,-6.547248,-0.526060,-1.275553,11.933246,26.384030,18.261428,1.628255,-0.298662,-3.330415,-2.931196,14281.741880,-0.041509,-1.736705,-96.374406,0.022409,-120.344777,-1.670371,0.351148,-0.558536,1.091957,2.191508,-4.744759,-0.554651,2.432282,28.880699,8.717941,7.132143,-1.420668,3.169618,-1.250587,-2.108953,-0.788270,-0.894003,0.475830,-1.442597,-2.211241,-1.229000,-194.110200,-3.966608,-2274.820433,-2.833917,-9.230781,5.112116,1.742064,2.691182,2.211678,0.303677,-2.774195,4.098231,-0.858774,-3.056040,3.338554,16.439341,-20.212637,-2.401453,0.880419,8.625354,0.955140,-23.182683,-2.548851,11.009461,55.789496,-2.370371,-0.658833,-1.175260,-0.281029,-0.755886,-55.964300,0.149685,-0.389740,3.146100,-1.775453,1.751859,4.983794,2.101850,-1.801892,728.324625,-5.051745,0.950017,-1.340624,-10.328450,-32.980023,5.837877,-8.037518,-1.736468
95,0.000010,-0.923027,1.994241,-1.306436,0.892661,-2.350690,1.496745,0.651780,0.461339,-62.411129,-1.014766,-0.140468,2.787100,-49.558662,-12830.432941,-44.948450,0.547887,-0.343031,-1.654470,-5028.042281,0.233223,0.825237,-2.026059,-0.031173,-1.923963,-1.712903,0.373119,-1.888889,-0.349488,1.189926,-35.671860,-1.491491,-2.864701,1.295583,1.069875,-0.611185,1826.576917,-1.017962,4.841265,-340.868672,1.355344,90.073890,5.897334,3.457368,-1.545359,1.932528,-0.502830,214.572780,17.218407,9.970675,-38.630588,1.444443,-0.807453,1.151321,-7.226016,2.680270,-17.691335,10.815620,-353.416455,-18.721922,-0.039775,2.977977,0.321141,2.729053,-17.603026,-2.812555,4.508782,-35.642456,-0.782929,44.428273,0.382093,7.018904,3.605754,-1.988483,-9.528121,0.405561,-2156.076162,500.643770,5.451687,37.850149,0.433128,2.113818,2.299658,4.921620,-1.336758,3207.325569,-1.966361,35.425856,-5.782938,6106.109841,2.986298,0.710739,43.429090,0.533122,0.756777,-1.571513,1.409019,9.737203,5.209814,0.440937,0.820315,-2.165248,2.049067,129.249386,-3.029890,2.826136,-9.420819,-1.194190,-12.938336,92.189249,0.869722,-1.930365,-1.086983,7.953581,4.969784,-1.168417,-6.547246,-0.526237,-1.275143,11.933244,26.384030,18.261428,1.628254,-0.294868,-3.330375,-2.931151,14281.741880,-0.032048,7.541311,-96.374406,18.985744,-120.344777,-1.668833,0.351719,-0.518765,1.092187,2.191435,-4.744756,-0.608765,2.432272,28.880699,8.717940,7.132140,-1.420516,3.168898,-1.250857,-2.108879,-0.789725,-0.893757,0.475944,-1.442685,-2.209157,-1.229181,-194.110200,-3.966597,-2274.820433,-2.834567,-9.230780,5.112144,1.742052,2.691226,2.211542,0.305150,-2.774371,4.098228,-0.861631,-3.054606,3.338649,16.439341,-20.212636,-2.399967,0.880632,8.625352,0.955000,-23.182683,-2.548811,11.009460,55.789496,-2.371127,-0.658176,-1.175604,-0.283517,-0.757026,-55.964300,0.149800,-0.389139,3.146851,-1.776082,1.751763,4.983690,2.101394,-1.800129,728.324625,-5.051736,0.949525,-1.339851,-10.328448,-32.980023,5.838298,-8.037518,-9.882428
96,0.000009,-0.922748,1.994642,-1.307386,0.889761,-2.350652,1.496708,0.651932,0.459487,-62.411129,-1.014771,-0.140423,2.787090,-49.589037,-12830.432941,-44.948450,0.547580,-0.342463,-1.659928,-5028.042281,0.233407,0.825495,-2.025844,-0.627807,-1.924154,-1.713246,0.388664,-1.889112,-0.349536,1.189568,-35.671860,-1.491403,-2.864143,1.295476,1.069803,-0.611271,1826.576917,-1.017781,4.841306,-340.868672,1.355518,90.073891,5.896872,3.457350,-1.545329,1.932561,-0.506172,214.703461,17.218407,9.970666,-39.596917,1.444334,-0.806545,1.152057,-7.226014,2.680956,-17.691123,10.815619,-353.416455,-18.721923,-0.039684,2.977926,0.318976,2.728898,-17.603079,-2.812517,4.508793,-35.642456,-0.783628,44.428273,0.366986,7.018904,3.605744,-1.988277,-9.528096,0.405697,-2156.076162,500.643770,5.451685,37.850149,0.433567,2.113885,2.299565,4.921795,-1.336584,3207.325569,-1.965440,35.425856,-5.782937,6106.109841,2.986300,0.710417,43.429090,0.532725,0.756820,-1.571456,1.408600,9.737216,5.209759,0.441063,0.822346,-2.165765,2.048870,129.249386,-3.031682,2.825945,-9.420889,-1.193936,-12.938335,92.189249,0.871378,-1.930456,-1.086928,7.953580,4.969764,-1.169165,-6.547244,-0.526433,-1.274714,11.933242,26.384030,18.261427,1.628254,-0.284504,-3.330337,-2.931106,14281.741880,2.081850,7.773256,-96.374406,19.459827,-120.344777,-1.665824,0.352304,-0.516046,1.092417,2.191364,-4.744753,-0.610107,2.432261,28.880698,8.717940,7.132139,-1.420366,3.168085,-1.251125,-2.108811,-0.789980,-0.893511,0.476066,-1.442763,-2.208554,-1.229368,-194.110200,-3.966587,-2274.820433,-2.835267,-9.230779,5.112171,1.742040,2.691269,2.211406,0.307111,-2.774549,4.098225,-0.861762,-3.052830,3.338744,16.439342,-20.212636,-2.398247,0.880849,8.625350,0.954859,-23.182682,-2.548771,11.009459,55.789496,-2.372012,-0.657558,-1.175951,-0.290854,-0.758233,-55.964300,0.150046,-0.388691,3.147713,-1.776911,1.751667,4.983585,2.100932,-1.798015,728.324625,-5.051726,0.949041,-1.338997,-10.328443,-32.980023,5.838732,-8.037517,-10.086075
97,0.000010,-0.922447,1.995051,-1.308471,0.885285,-2.350568,1.496672,0.652092,0.457298,-62.411129,-1.014776,-0.140559,2.787079,-49.589796,-12830.432941,-44.948450,0.547274,-0.341905,-1.692767,-5028.042281,0.233589,0.825758,-2.025631,-0.637820,-1.924358,-1.713590,0.386987,-1.889341,-0.349585,1.189185,-35.671860,-1.491314,-2.863530,1.295370,1.069732,-0.617373,1826.576917,-1.017591,4.841348,-340.868672,1.355694,90.073891,5.896396,3.457331,-1.545296,1.932615,-0.514779,214.706728,17.218407,9.970658,-39.621075,1.444227,-0.805500,1.152846,-7.226012,2.681665,-17.690909,10.815618,-353.416455,-18.721923,-0.039606,2.977874,0.314382,2.728735,-17.603133,-2.812478,4.508804,-35.642455,-0.784627,44.428273,0.369282,7.018903,3.605733,-1.988069,-9.528069,0.405838,-2156.076162,500.643770,5.451682,37.850149,0.434170,2.113507,2.299472,4.921971,-1.336409,3207.325569,-1.964468,35.425856,-5.782935,6106.109841,2.986302,0.710092,43.429090,0.532324,0.756938,-1.571397,1.408168,9.737229,5.209705,0.441197,0.822858,-2.166313,2.048665,129.249386,-3.034141,2.825752,-9.420958,-1.193634,-12.938334,92.189249,0.874027,-1.930550,-1.086872,7.953580,4.969745,-1.169965,-6.547242,-0.526797,-1.274270,11.933240,26.384031,18.261427,1.628255,-0.318202,-3.330298,-2.931061,14281.741880,2.136068,7.779052,-96.374406,19.471678,-120.344777,-1.648704,0.352911,-0.511282,1.092648,2.191294,-4.744749,-0.610138,2.432247,28.880698,8.717939,7.132136,-1.420215,3.167139,-1.251389,-2.108745,-0.790149,-0.893267,0.476203,-1.442841,-2.207959,-1.229564,-194.110200,-3.966577,-2274.820433,-2.836026,-9.230778,5.112199,1.742032,2.691313,2.211242,0.310433,-2.774730,4.098223,-0.861804,-3.050417,3.338839,16.439342,-20.212635,-2.396175,0.881071,8.625348,0.954717,-23.182682,-2.548730,11.009459,55.789495,-2.373085,-0.655095,-1.176302,-0.268647,-0.759520,-55.964300,0.150295,-0.388292,3.148730,-1.778081,1.751571,4.983479,2.100464,-1.795297,728.324625,-5.051717,0.948567,-1.338040,-10.328431,-32.980023,5.839180,-8.037517,-10.091183
98,0.000010,-0.922140,1.995470,-1.309742,0.873538,-2.350482,1.496637,0.652259,0.454598,-62.411129,-1.014783,-0.140707,2.787068,-49.589815,-12830.432941,-44.948450,0.546972,-0.340246,-1.692925,-5028.042281,0.233766,0.826022,-2.025418,-0.636157,-1.924576,-1.713933,0.383474,-1.889576,-0.349633,1.188771,-35.671860,-1.491225,-2.862848,1.295264,1.069661,-0.621710,1826.576917,-1.017400,4.841389,-340.868672,1.355875,90.073891,5.895905,3.457312,-1.545273,1.932660,-0.447950,214.706810,17.218407,9.970649,-39.621679,1.444120,-0.804254,1.153696,-7.226010,2.682402,-17.690694,10.815616,-353.416455,-18.721923,-0.039529,2.977822,0.266810,2.728566,-17.603187,-2.812438,4.508815,-35.642455,-0.786200,44.428273,0.373425,7.018903,3.605722,-1.987858,-9.528041,0.405976,-2156.076162,500.643770,5.451679,37.850148,0.435211,2.114461,2.299380,4.922149,-1.336235,3207.325569,-1.963438,35.425856,-5.782933,6106.109841,2.986304,0.709762,43.429090,0.531914,0.757057,-1.571338,1.407722,9.737242,5.209650,0.441332,0.823319,-2.166894,2.048451,129.249386,-3.038305,2.825559,-9.421028,-1.193277,-12.938334,92.189248,0.881268,-1.930646,-1.086816,7.953580,4.969725,-1.170835,-6.547240,-0.527114,-1.273808,11.933238,26.384031,18.261427,1.628255,-0.319660,-3.330260,-2.931015,14281.741880,2.134828,7.779194,-96.374406,19.471974,-120.344777,-1.648405,0.353528,-0.549598,1.092877,2.191225,-4.744746,-0.610135,2.432231,28.880698,8.717938,7.132133,-1.420066,3.165990,-1.251652,-2.108678,-0.790306,-0.893023,0.476349,-1.442921,-2.207331,-1.229770,-194.110200,-3.966567,-2274.820433,-2.836859,-9.230777,5.112227,1.742023,2.691357,2.211024,0.336698,-2.774912,4.098220,-0.861842,-3.046377,3.338934,16.439343,-20.212634,-2.393508,0.881295,8.625346,0.954573,-23.182682,-2.548690,11.009458,55.789495,-2.374475,-0.648630,-1.176658,-0.268612,-0.760894,-55.964300,0.150545,-0.387836,3.149985,-1.779996,1.751475,4.983372,2.099989,-1.791278,728.324625,-5.051707,0.948104,-1.336943,-10.328420,-32.980023,5.839643,-8.037516,-10.091329
99,0.000010,-0.921827,1.995900,-1.311281,0.897624,-2.350396,1.496601,0.652432,0.450860,-62.411129,-1.014789,-0.140855,2.787057,-49.589815,-12830.432941,-44.948450,0.546672,-0.338007,-1.692279,-5028.042281,0.234191,0.826288,-2.025206,-0.632115,-1.924810,-1.714276,0.371180,-1.889818,-0.349703,1.188321,-35.671859,-1.491137,-2.862077,1.295159,1.069590,-0.630231,1826.576917,-1.017209,4.841431,-340.868672,1.356058,90.073892,5.895398,3.457293,-1.545251,1.932705,-0.446394,214.706812,17.218407,9.970641,-39.621694,1.444013,-0.802652,1.154617,-7.226007,2.683168,-17.690477,10.815615,-353.416455,-18.721923,-0.039452,2.977770,0.264949,2.728389,-17.603241,-2.812396,4.508826,-35.642455,-0.789030,44.428273,0.385947,7.018902,3.605712,-1.987646,-9.528014,0.406108,-2156.076162,500.643770,5.451676,37.850148,0.437116,2.115654,2.299287,4.922329,-1.336061,3207.325569,-1.962339,35.425857,-5.782932,6106.109841,2.986306,0.709426,43.429090,0.531494,0.757176,-1.571279,1.407260,9.737255,5.209596,0.441466,0.823789,-2.167513,2.048229,129.249386,-3.055203,2.825365,-9.421097,-1.192851,-12.938333,92.189248,0.865885,-1.930746,-1.086759,7.953580,4.969705,-1.171797,-6.547237,-0.527423,-1.273328,11.933237,26.384031,18.261427,1.628256,-0.320689,-3.330221,-2.930970,14281.741880,2.131580,7.779195,-96.374406,19.471982,-120.344777,-1.648519,0.354154,-0.550741,1.093106,2.191156,-4.744743,-0.610025,2.432215,28.880697,8.717938,7.132131,-1.419918,3.164484,-1.251912,-2.108611,-0.790466,-0.892780,0.476503,-1.443001,-2.206664,-1.229986,-194.110200,-3.966557,-2274.820433,-2.837788,-9.230776,5.112255,1.742014,2.691401,2.210803,0.338879,-2.775097,4.098217,-0.861884,-3.030184,3.339030,16.439343,-20.212633,-2.389601,0.881523,8.625343,0.954428,-23.182682,-2.548649,11.009457,55.789495,-2.376526,-0.636053,-1.177019,-0.269115,-0.762354,-55.964300,0.150802,-0.387380,3.151659,-1.784829,1.751379,4.983264,2.099507,-1.782155,728.324625,-5.051698,0.947640,-1.335646,-10.328408,-32.980023,5.840122,-8.037515,-10.091351
100,0.000010,-0.921511,1.996341,-1.313246,0.896723,-2.350311,1.496566,0.652611,0.443752,-62.411129,-1.014797,-0.141002,2.787046,-49.589815,-12830.432941,-44.948450,0.546375,-0.334827,-1.691591,-5028.042281,0.234679,0.826557,-2.024995,-0.243307,-1.925064,-1.714619,0.376311,-1.890066,-0.349774,1.187827,-35.671859,-1.491048,-2.861187,1.295054,1.069518,-1.101081,1826.576917,-1.017018,4.841473,-340.868672,1.356246,90.073892,5.894873,3.457274,-1.545229,1.932750,-0.446466,214.706812,17.218407,9.970632,-39.621694,1.443906,-0.800127,1.155626,-7.226005,2.683967,-17.690260,10.815614,-353.416455,-18.721923,-0.039375,2.977719,0.264048,2.728204,-17.603296,-2.812353,4.508837,-35.642455,-0.795734,44.428273,0.380782,7.018902,3.605701,-1.987431,-9.527986,0.406236,-2156.076162,500.643770,5.451673,37.850148,0.441747,2.117557,2.299194,4.922511,-1.335887,3207.325569,-1.961160,35.425857,-5.782930,6106.109841,2.986308,0.709084,43.429090,0.531062,0.757303,-1.571220,1.406782,9.737268,5.209541,0.441601,0.824457,-2.168176,2.047997,129.249386,-3.053846,2.825171,-9.421166,-1.192332,-12.938332,92.189247,0.866265,-1.930848,-1.086700,7.953579,4.969686,-1.172880,-6.547235,-0.527727,-1.272827,11.933235,26.384031,18.261426,1.628257,-0.322296,-3.330183,-2.930925,14281.741880,2.126149,7.779193,-96.374406,19.471982,-120.344777,-1.648654,0.354791,-0.550965,1.093333,2.191088,-4.744739,-0.609902,2.432199,28.880697,8.717937,7.132128,-1.419773,3.162165,-1.252169,-2.108544,-0.790630,-0.892540,0.476667,-1.443082,-2.205952,-1.230215,-194.110200,-3.966547,-2274.820433,-2.838847,-9.230775,5.112283,1.742005,2.691444,2.210584,0.340750,-2.775283,4.098215,-0.861930,-3.031413,3.339125,16.439343,-20.212632,-2.381384,0.881755,8.625341,0.954281,-23.182682,-2.548609,11.009456,55.789495,-2.380876,-0.487402,-1.177384,-0.269634,-0.763897,-55.964300,0.151060,-0.386932,3.154284,-1.694745,1.751282,4.983156,2.099017,-1.939025,728.324625,-5.051688,0.947081,-1.334030,-10.328396,-32.980023,5.840619,-8.037515,-10.091370
101,0.000010,-0.921272,1.996793,-1.315982,0.895069,-2.350225,1.496530,0.652796,0.134301,-62.411129,-1.014805,-0.141295,2.787035,-49.589815,-12830.432941,-44.948450,0.546083,-0.328587,-1.690877,-5028.042281,0.235209,0.826827,-2.024786,-0.235757,-1.925340,-1.711757,0.439387,-1.890713,-0.349845,1.187278,-35.671859,-1.490963,-2.860125,1.294949,1.069446,-1.112820,1826.576917,-1.017057,4.841514,-340.868672,1.356439,90.073892,5.894328,3.457255,-1.545207,1.932795,-0.446578,214.706812,17.218406,9.970624,-39.621694,1.443798,-0.781513,1.156743,-7.226003,2.684803,-17.690041,10.815613,-353.416455,-18.721923,-0.039298,2.977667,0.263039,2.728009,-17.603351,-2.812309,4.508848,-35.642454,-0.875578,44.428272,0.317251,7.018901,3.605691,-1.986968,-9.527959,0.406355,-2156.076162,500.643770,5.451669,37.850148,0.693146,2.123869,2.299101,4.922694,-1.335714,3207.325569,-1.959885,35.425857,-5.782929,6106.109841,2.986310,0.708735,43.429090,0.530619,0.757430,-1.571196,1.406287,9.737281,5.209486,0.441734,0.825154,-2.168886,2.047755,129.249386,-3.051606,2.824977,-9.421236,-1.191513,-12.938332,92.189247,0.867118,-1.940641,-1.086642,7.953579,4.969666,-1.173857,-6.547233,-0.527388,-1.272304,11.933233,26.384031,18.261426,1.628258,-0.325453,-3.330144,-2.930879,14281.741880,2.107352,7.779190,-96.374406,19.471981,-120.344777,-1.648803,0.355437,-0.551168,1.093558,2.191020,-4.744736,-0.609775,2.432183,28.880697,8.717937,7.132125,-1.419623,3.156132,-1.252365,-2.108477,-0.790942,-0.892301,0.476841,-1.443164,-2.205183,-1.230457,-194.110200,-3.966537,-2274.820433,-2.840093,-9.230774,5.112311,1.741996,2.691488,2.210366,0.342636,-2.775472,4.098212,-0.862066,-3.033485,3.339221,16.439344,-20.212631,2.987875,0.881989,8.625339,0.954131,-23.182681,-2.548568,11.009455,55.789495,-5.244422,-0.484017,-1.177754,-0.267803,-0.765531,-55.964300,0.151317,-0.386405,3.161261,-1.695665,1.751185,4.983046,2.098521,-1.934191,728.324625,-5.051679,0.946518,-1.331797,-10.328384,-32.980023,5.841135,-8.037514,-10.091388
102,0.000010,-0.921024,1.997260,-1.320822,0.893075,-2.350139,1.496495,0.652989,0.131209,-62.411129,-1.014806,-0.141621,2.787042,-49.589815,-12830.432941,-44.948450,0.546005,-0.234921,-1.690132,-5028.042281,0.235743,0.827098,-2.024561,-0.237054,-1.925633,-1.707315,0.440888,-1.891325,-0.349914,1.186659,-35.671859,-1.490878,-2.858802,1.294844,1.069370,-1.113173,1826.576917,-1.017055,4.841556,-340.868672,1.356635,90.073893,5.893762,3.457236,-1.545181,1.932839,-0.446689,214.706812,17.218406,9.970615,-39.621694,1.443691,-0.775876,1.157997,-7.226000,2.685680,-17.689820,10.815611,-353.416455,-18.721924,-0.039193,2.977615,0.262022,2.727804,-17.603406,-2.812262,4.508859,-35.642454,-0.882911,44.428272,0.316566,7.018901,3.605678,-1.986449,-9.527931,0.406469,-2156.076162,500.643770,5.451666,37.850148,0.699753,2.122442,2.299010,4.922879,-1.335540,3207.325569,-1.958481,35.425857,-5.782923,6106.109841,3.287893,0.708379,43.429090,0.530162,0.757275,-1.571174,1.405773,9.737294,5.209431,0.441866,0.825804,-2.169658,2.047502,129.249386,-3.048187,2.824782,-9.421306,-1.190439,-12.938331,92.189247,0.868141,-1.925713,-1.086579,7.953579,4.969646,-1.174966,-6.547230,-0.527074,-1.271755,11.933231,26.384031,18.261426,1.628259,-0.384931,-3.330108,-2.930834,14281.741880,2.112014,7.779188,-96.374406,19.471981,-120.344777,-1.648961,0.356095,-0.551373,1.093782,2.190955,-4.744733,-0.609647,2.432167,28.880697,8.717936,7.132122,-1.419476,3.169933,-1.252543,-2.108382,-0.791260,-0.890929,0.477026,-1.443244,-2.204350,-1.230712,-194.110200,-3.966528,-2274.820433,-2.841642,-9.230773,5.112340,1.741987,2.691541,2.210145,0.340691,-2.775663,4.098209,-0.862205,-3.036693,3.339318,16.439344,-20.212630,2.749966,0.882226,8.625336,0.953979,-23.182681,-2.548527,11.009454,55.789495,-5.316011,-0.484199,-1.178126,-0.266638,-0.771781,-55.964300,0.148066,-0.385901,3.144949,-1.700547,1.751088,4.982935,2.098019,-1.948781,728.324625,-5.051669,0.945948,-1.327979,-10.328372,-32.980023,5.841672,-8.037514,-10.091407
103,0.000010,-0.920770,1.997739,-1.344843,0.890583,-2.350052,1.496460,0.653189,0.135850,-62.411129,-1.014808,-0.141986,2.786475,-49.589815,-12830.432941,-44.948450,0.545925,-0.589785,-1.689357,-5028.042281,0.236371,0.827372,-2.024337,-0.109453,-1.925962,-1.682597,0.440862,-1.892061,-0.349982,1.185947,-35.671859,-1.490794,-2.856980,1.294739,1.069294,-1.113243,1826.576917,-1.017051,4.841597,-340.868672,1.356836,90.073893,5.893171,3.457217,-1.545154,1.932884,-0.446801,214.706812,17.218406,9.970607,-39.621694,1.443584,-0.694803,1.159434,-7.225998,2.686604,-17.689598,10.815610,-353.416455,-18.721924,-0.039086,2.977563,0.260833,2.727588,-17.603462,-2.812215,4.508869,-35.642454,-0.907160,44.428272,0.317573,7.018900,3.605660,-1.985823,-9.527903,0.406576,-2156.076162,500.643770,5.451663,37.850147,0.700338,2.118290,2.298920,4.923066,-1.335366,3207.325569,-1.956929,35.425857,-5.782915,6106.109841,3.295378,0.708016,43.429090,0.529693,0.757037,-1.571151,1.405239,9.737307,5.209375,0.441998,0.826455,-2.170507,2.047237,129.249386,-3.039777,2.824587,-9.421376,-1.189033,-12.938330,92.189246,0.869474,-1.926662,-1.086515,7.953578,4.969626,-1.176508,-6.547228,-0.526740,-1.271178,11.933229,26.384031,18.261426,1.628261,-0.778708,-3.330072,-2.930788,14281.741880,2.124932,7.779185,-96.374406,19.471981,-120.344777,-1.649135,0.356764,-0.551580,1.094004,2.190890,-4.744729,-0.609516,2.432151,28.880696,8.717936,7.132120,-1.419331,3.169739,-1.252715,-2.108287,-0.791579,-0.885435,0.477223,-1.443324,-2.203438,-1.230984,-194.110200,-3.966520,-2274.820433,-2.843734,-9.230772,5.112368,1.741979,2.691794,2.209924,0.338424,-2.775857,4.098205,-0.862347,-3.044664,3.339414,16.439345,-20.212630,2.744309,0.882467,8.625334,0.953825,-23.182681,-2.548487,11.009453,55.789495,-5.317803,-0.484438,-1.178503,-0.264260,-0.865064,-55.964300,0.144642,0.587226,3.145262,-1.728334,1.750991,4.982823,2.097509,-1.948505,728.324625,-5.051660,0.945386,-1.309753,-10.328361,-32.980023,5.842233,-8.037513,-10.091425
104,0.000010,-0.920466,1.998234,-1.344435,0.887141,-2.349966,1.496426,0.653312,0.152927,-62.411129,-1.014784,-0.140564,2.786015,-49.589815,-12830.432941,-44.948450,0.545844,-0.598513,-1.688547,-5028.042281,0.237100,0.827641,-2.024115,-0.106788,-1.926337,-1.682463,0.440800,-1.892801,-0.350053,1.185103,-35.671859,-1.490708,-2.853891,1.294635,1.069219,-1.113299,1826.576917,-1.017033,4.841639,-340.868672,1.357043,90.073893,5.892555,3.457198,-1.545127,1.932928,-0.446918,214.706812,17.218406,9.970598,-39.621694,1.443476,-0.692753,1.161127,-7.225995,2.687581,-17.689375,10.815609,-353.416455,-18.721924,-0.038978,2.977512,0.259361,2.727358,-17.603518,-2.812166,4.508880,-35.642454,-0.903749,44.428272,0.319073,7.018900,3.605641,-1.985175,-9.527876,0.406687,-2156.076162,500.643770,5.451660,37.850147,0.700786,2.128623,2.298831,4.923255,-1.335192,3207.325569,-1.955184,35.425857,-5.782907,6106.109841,3.295517,0.707621,43.429090,0.529322,0.756784,-1.571139,1.404684,9.737320,5.209320,0.442145,0.827109,-2.171454,2.046957,129.249386,-3.085441,2.824391,-9.421446,-1.186906,-12.938330,92.189246,0.871408,-1.928158,-1.086443,7.953578,4.969605,-1.179027,-6.547225,-0.526641,-1.270571,11.933227,26.384031,18.261425,1.628262,-0.798190,-3.330037,-2.930743,14281.741880,2.093956,7.779183,-96.374406,19.471980,-120.344777,-1.649327,0.357454,-0.551820,1.094222,2.190827,-4.744726,-0.609508,2.432135,28.880696,8.717935,7.132117,-1.419158,3.169163,-1.252960,-2.108191,-0.786377,-0.882762,0.477465,-1.443405,-2.202427,-1.231273,-194.110200,-3.966511,-2274.820433,-2.847201,-9.230771,5.112396,1.741969,2.692104,2.209702,0.335400,-2.776053,4.098202,-0.862364,-3.001028,3.339511,16.439345,-20.212629,2.744362,0.882708,8.625332,0.953667,-23.182681,-2.548446,11.009452,55.789495,-5.317851,-0.484909,-1.178882,-0.264135,-0.871332,-55.964300,0.131660,0.611288,3.146016,-1.728413,1.750894,4.982710,2.096992,-1.947735,728.324625,-5.051650,0.944832,-1.309855,-10.328349,-32.980023,5.842821,-8.037512,-10.091444
