step,"time, s",x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99
318,0.000009,-12.922401,9.296037,-1.348047,13.403763,-2.341586,10.813124,0.672424,0.043473,-62.411116,-1.237665,21.182559,1.110026,-49.589802,-12830.432941,-44.948459,0.956207,-0.416329,-1.436888,-5028.042281,-2.428156,0.798722,-1.856917,1.896152,-3.016050,-1.699031,-0.109175,-36.448792,30.970789,3.334567,-35.671853,-1.558851,-2.916097,1.230681,-9.900494,16.215122,1826.576917,-1.021709,4.851766,-340.868672,-3.080350,90.073963,5.958811,3.546599,-8.413754,1.896977,9.408986,214.706811,17.218367,9.968722,-39.621664,-0.530094,-1.161938,3.955405,-7.223673,2.247095,-17.531896,10.815475,-353.416455,-18.721961,-1.388105,2.703182,-111.434946,3.060323,-17.643230,-2.782420,4.511384,-35.642400,-0.612174,44.428257,35.871861,7.018805,3.601034,-2.109327,-9.521794,0.585516,-2156.076162,500.643770,5.452704,37.850102,14.053921,3.165625,1.722783,5.283051,-3.629373,3207.325569,-2.578959,35.425893,-5.787670,6106.109841,3.307141,-10.514607,43.429074,0.738901,1.739982,4.429335,18.932552,9.740147,5.193293,0.251510,0.521166,-3.955583,-8.679612,129.249385,-2.099636,1.729370,-9.441536,2.539981,-12.938125,92.189169,-5.976740,-1.992399,-0.778737,7.953634,4.963293,11.497758,-6.546197,0.063914,-0.364830,11.932500,26.384037,18.261362,1.629863,8.653798,-3.321795,-2.924209,14281.741880,2.595584,7.778594,-96.374404,19.471649,-120.344775,-1.583084,0.338464,-0.204787,-5.853706,2.672865,-4.743012,2.531043,2.472330,28.880639,8.779382,7.131378,-76.879867,2.952366,-1.248576,-1.975511,1.041355,-1.630436,1.146403,-0.869498,-0.022519,-94.626823,-194.110200,-4.660449,-2274.820433,-2.808638,-9.230586,5.123179,2.006324,-11.680975,-0.637370,0.725029,-2.826094,4.097699,-24.644546,-3.583579,3.247415,16.439398,-20.212445,2.814878,0.923800,12.028469,1.364092,-23.182635,-2.532890,11.009218,55.789487,-5.318844,-3.680072,-10.019565,-2.389150,-1.786578,-55.964287,-0.915317,0.174637,3.359880,-1.629656,2.422652,4.775474,2.172495,-1.922921,728.324625,-5.049263,1.347458,25.091504,-10.323546,-32.980023,74.077717,-8.037389,-10.071442
319,0.000010,-12.922401,9.296075,-1.348026,13.403765,-2.342199,10.813147,0.672608,0.043395,-62.411115,-1.237472,21.182558,1.109975,-49.589802,-12830.432941,-44.948459,0.956218,-0.416457,-1.436270,-5028.042281,-2.428164,0.798325,-1.856629,2.584059,-3.016362,-1.698776,-0.109243,-36.448792,30.970788,3.334512,-35.671853,-1.559128,-2.916267,1.230521,-9.900545,16.215122,1826.576917,-1.021720,4.851818,-340.868672,-3.079930,90.073963,5.958803,3.546553,-8.413770,-0.479037,9.408878,214.706811,17.218366,9.968712,-39.621664,-0.530111,-1.162072,3.955387,-7.223672,2.247103,-17.532029,10.815474,-353.416455,-18.721962,-1.388354,2.703120,-111.434946,3.060461,-17.643196,-2.782542,4.511394,-35.642400,-0.612220,44.428257,35.871861,7.018805,3.601012,-2.109285,-9.521752,0.585718,-2156.076162,500.643770,5.452690,37.850101,14.053918,3.165533,1.719524,5.283045,-3.628813,3207.325569,-2.578927,35.425893,-5.787705,6106.109841,3.307272,-10.514607,43.429074,0.738673,1.735174,4.429331,18.932556,9.740160,5.193173,0.251549,0.521182,-3.955572,-8.679592,129.249385,-2.099586,1.729426,-9.441663,2.539915,-12.938124,92.189169,-5.976705,-1.992306,-0.778968,7.953635,4.963247,11.497761,-6.546190,0.063821,-0.364796,11.932496,26.384037,18.261362,1.630141,8.653833,-3.321759,-2.924410,14281.741880,2.595742,7.778592,-96.374404,19.471647,-120.344775,-1.583747,0.338469,-0.204669,-5.853704,2.672854,-4.743008,2.530967,2.472454,28.880639,8.779322,7.131376,-76.879867,2.952320,-1.248669,-1.975515,1.041434,-1.629922,1.146469,-0.869402,-0.022403,-94.626823,-194.110200,-4.660449,-2274.820433,-2.808732,-9.230585,5.123261,2.006149,-11.680973,-0.637223,0.725052,-2.823795,4.097697,-24.644546,-3.583735,3.247327,16.439399,-20.212444,2.814867,0.923891,12.028468,1.363962,-23.182635,-2.532799,11.009195,55.789487,-5.318849,-3.680079,-10.019665,-2.388787,-1.786496,-55.964287,-0.915371,0.174609,3.359545,-1.629804,2.432374,4.775467,2.172497,-1.923035,728.324625,-5.049254,1.347477,25.091504,-10.323521,-32.980023,74.077717,-8.037388,-10.071220
320,0.000010,-12.922400,9.296112,-1.348004,13.403767,-2.342838,10.813169,0.672796,0.043317,-62.411115,-1.237277,21.182558,1.109925,-49.589802,-12830.432941,-44.948459,0.956228,-0.416705,-1.435625,-5028.042281,-2.428173,0.797922,-1.856338,2.604335,-3.016682,-1.698517,-0.109311,-36.448791,30.970788,3.334456,-35.671853,-1.559406,-2.916436,1.230356,-9.900597,16.215122,1826.576917,-1.021730,4.851869,-340.868672,-3.079501,90.073963,5.958795,3.546505,-8.413786,-0.538908,9.408771,214.706811,17.218366,9.968703,-39.621664,-0.529948,-1.162207,3.955369,-7.223670,2.247141,-17.532163,10.815473,-353.416455,-18.721962,-1.388613,2.702946,-111.434946,3.060595,-17.643162,-2.782675,4.511405,-35.642399,-0.612266,44.428257,35.871861,7.018804,3.600991,-2.109241,-9.521711,0.585919,-2156.076162,500.643770,5.452677,37.850101,14.053915,3.165436,1.725027,5.283038,-3.628235,3207.325569,-2.578895,35.425893,-5.787739,6106.109841,3.307406,-10.514606,43.429074,0.738439,1.729263,4.429327,18.932561,9.740173,5.193053,0.251587,0.521198,-3.955561,-8.679571,129.249385,-2.099536,1.729408,-9.441791,2.540679,-12.938123,92.189169,-5.976670,-1.992211,-0.779201,7.953637,4.963201,11.497763,-6.546183,0.063725,-0.364762,11.932493,26.384037,18.261361,1.630448,8.653869,-3.321723,-2.924370,14281.741880,2.583715,7.778590,-96.374404,19.471646,-120.344775,-1.584448,0.338473,-0.204552,-5.853702,2.672842,-4.743004,2.530869,2.472714,28.880638,8.779263,7.131375,-76.879867,2.952274,-1.248761,-1.975519,1.041510,-1.629381,1.146532,-0.869965,-0.022289,-94.626823,-194.110200,-4.660449,-2274.820433,-2.808825,-9.230585,5.123344,2.006150,-11.680971,-0.637057,0.725075,-2.823722,4.097694,-24.644546,-3.583897,3.247237,16.439399,-20.212443,2.814856,0.923979,12.028467,1.363826,-23.182634,-2.532708,11.009172,55.789487,-5.318854,-3.680085,-10.019767,-2.388407,-1.786413,-55.964287,-0.914777,0.174579,3.359205,-1.629955,2.432674,4.775459,2.172501,-1.923149,728.324625,-5.049244,1.347496,25.091503,-10.323496,-32.980023,74.077717,-8.037388,-10.070996
321,0.000010,-12.922400,9.296150,-1.347983,13.403769,-2.343507,10.813192,0.672987,0.043240,-62.411115,-1.237078,21.182558,1.109875,-49.589802,-12830.432941,-44.948459,0.956239,-0.416868,-1.434952,-5028.042281,-2.428182,0.797516,-1.856046,2.603650,-3.017012,-1.698255,-0.109379,-36.448790,30.970788,3.334399,-35.671853,-1.559685,-2.916606,1.230189,-9.900648,16.215122,1826.576917,-1.021740,4.851920,-340.868672,-3.079061,90.073964,5.958787,3.546458,-8.413802,-0.521010,9.408663,214.706811,17.218366,9.968694,-39.621664,-0.535801,-1.162343,3.955351,-7.223669,2.247179,-17.532297,10.815473,-353.416455,-18.721962,-1.388882,2.702725,-111.434946,3.060729,-17.643128,-2.782809,4.511416,-35.642399,-0.612312,44.428257,35.871861,7.018804,3.600970,-2.109198,-9.521669,0.586121,-2156.076162,500.643770,5.452663,37.850101,14.053912,3.165339,1.803816,5.283032,-3.627639,3207.325569,-2.578864,35.425893,-5.787773,6106.109841,3.307543,-10.514605,43.429074,0.738203,1.651783,4.429323,18.932565,9.740186,5.192932,0.251625,0.521214,-3.955550,-8.679551,129.249385,-2.099485,1.729389,-9.441920,2.541137,-12.938122,92.189168,-5.976635,-1.992116,-0.779434,7.953638,4.963154,11.497765,-6.546176,0.063629,-0.364728,11.932489,26.384037,18.261361,1.630753,8.653905,-3.321687,-2.924325,14281.741880,2.586940,7.778588,-96.374404,19.471644,-120.344775,-1.585192,0.338477,-0.204433,-5.853699,2.672829,-4.743000,2.530769,2.472946,28.880638,8.779203,7.131373,-76.879867,2.952228,-1.248854,-1.975523,1.041587,-1.628809,1.146597,-0.870578,-0.022175,-94.626823,-194.110200,-4.660449,-2274.820433,-2.808919,-9.230585,5.123428,2.006155,-11.680968,-0.636860,0.725098,-2.823702,4.097691,-24.644546,-3.584066,3.247146,16.439399,-20.212443,2.814845,0.924068,12.028465,1.363690,-23.182634,-2.532616,11.009149,55.789487,-5.318858,-3.680092,-10.019872,-2.388009,-1.786331,-55.964287,-0.914136,0.174549,3.358858,-1.630108,2.432739,4.775452,2.172505,-1.923264,728.324625,-5.049235,1.347516,25.091503,-10.323470,-32.980023,74.077717,-8.037388,-10.070769
322,0.000010,-12.922399,9.296188,-1.347961,13.403771,-2.344209,10.813215,0.673183,0.043162,-62.411115,-1.236877,21.182558,1.109825,-49.589802,-12830.432941,-44.948459,0.956250,-0.417030,-1.434247,-5028.042281,-2.428190,0.797105,-1.855752,2.601873,-3.017353,-1.697990,-0.109448,-36.448790,30.970787,3.334342,-35.671853,-1.559966,-2.916776,1.230022,-9.900699,16.215122,1826.576917,-1.021749,4.851972,-340.868672,-3.078611,90.073964,5.958779,3.546410,-8.413818,-0.527692,9.408555,214.706811,17.218366,9.968684,-39.621664,-0.533833,-1.162480,3.955333,-7.223667,2.247216,-17.532431,10.815472,-353.416455,-18.721962,-1.389162,2.702502,-111.434946,3.060863,-17.643093,-2.782944,4.511426,-35.642399,-0.612358,44.428257,35.871861,7.018804,3.600948,-2.109155,-9.521627,0.586324,-2156.076162,500.643770,5.452649,37.850101,14.053909,3.165241,1.805679,5.283026,-3.627022,3207.325569,-2.578832,35.425894,-5.787807,6106.109841,3.307682,-10.514605,43.429074,0.737962,1.646447,4.429319,18.932570,9.740199,5.192810,0.251663,0.521230,-3.955539,-8.679531,129.249385,-2.099435,1.729369,-9.442049,2.541575,-12.938121,92.189168,-5.976600,-1.992020,-0.779666,7.953640,4.963107,11.497767,-6.546170,0.063532,-0.364695,11.932486,26.384037,18.261360,1.634002,8.653940,-3.321651,-2.924279,14281.741880,2.592573,7.778586,-96.374404,19.471642,-120.344775,-1.585985,0.338481,-0.204314,-5.853697,2.672817,-4.742995,2.530668,2.473177,28.880638,8.779143,7.131372,-76.879866,2.952182,-1.248947,-1.975528,1.041664,-1.628201,1.146663,-0.871231,-0.022059,-94.626823,-194.110200,-4.660449,-2274.820433,-2.809013,-9.230585,5.123513,2.006161,-11.680966,-0.636660,0.725121,-2.823683,4.097689,-24.644545,-3.584242,3.247055,16.439399,-20.212442,2.814834,0.924157,12.028464,1.363554,-23.182634,-2.532525,11.009126,55.789487,-5.318863,-3.680099,-10.019980,-2.387590,-1.786248,-55.964287,-0.913456,0.174519,3.358505,-1.630265,2.432798,4.775445,2.172508,-1.923380,728.324625,-5.049226,1.347538,25.091503,-10.323445,-32.980023,74.077716,-8.037388,-10.070539
323,0.000010,-12.922399,9.296226,-1.347939,13.403773,-2.344947,10.813238,0.673384,0.043084,-62.411115,-1.236672,21.182557,1.109775,-49.589802,-12830.432941,-44.948459,0.956261,-0.417191,-1.433507,-5028.042281,-2.428199,0.796691,-1.855456,2.596411,-3.017704,-1.697721,-0.109517,-36.448789,30.970787,3.334285,-35.671853,-1.560248,-2.916945,1.229853,-9.900750,16.215122,1826.576917,-1.021759,4.852023,-340.868672,-3.078150,90.073964,5.958771,3.546362,-8.413834,-0.569232,9.408447,214.706811,17.218365,9.968675,-39.621664,-0.521376,-1.162618,3.955314,-7.223666,2.247254,-17.532566,10.815471,-353.416455,-18.721962,-1.389456,2.702280,-111.434946,3.060998,-17.643059,-2.783081,4.511437,-35.642399,-0.612403,44.428257,35.871861,7.018804,3.600927,-2.109112,-9.521585,0.586526,-2156.076162,500.643770,5.452636,37.850101,14.053907,3.165142,1.805623,5.283020,-3.626383,3207.325569,-2.578800,35.425894,-5.787842,6106.109841,3.307824,-10.514604,43.429074,0.737718,1.636495,4.429315,18.932574,9.740212,5.192687,0.251702,0.521246,-3.955528,-8.679511,129.249385,-2.099384,1.729350,-9.442178,2.542002,-12.938120,92.189168,-5.976565,-1.991923,-0.779899,7.953641,4.963060,11.497770,-6.546163,0.063434,-0.364661,11.932482,26.384037,18.261359,1.643262,8.653976,-3.321615,-2.924233,14281.741880,2.611239,7.778584,-96.374404,19.471640,-120.344775,-1.586836,0.338485,-0.204195,-5.853695,2.672804,-4.742991,2.530567,2.473407,28.880638,8.779083,7.131371,-76.879866,2.952135,-1.249040,-1.975533,1.041741,-1.627551,1.146730,-0.871929,-0.021944,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809106,-9.230584,5.123598,2.006166,-11.680964,-0.636460,0.725144,-2.823664,4.097686,-24.644545,-3.584425,3.246963,16.439399,-20.212441,2.814823,0.924246,12.028463,1.363417,-23.182634,-2.532435,11.009103,55.789487,-5.318867,-3.680105,-10.020090,-2.387147,-1.786166,-55.964287,-0.912731,0.174489,3.358145,-1.630424,2.432857,4.775437,2.172510,-1.923497,728.324625,-5.049216,1.347560,25.091503,-10.323420,-32.980023,74.077716,-8.037387,-10.070307
324,0.000009,-12.922398,9.296264,-1.347917,13.403775,-2.345728,10.813261,0.673589,0.043007,-62.411115,-1.236465,21.182557,1.109725,-49.589802,-12830.432941,-44.948459,0.956271,-0.417364,-1.432728,-5028.042281,-2.428208,0.796274,-1.855158,2.598181,-3.018067,-1.697449,-0.109587,-36.448788,30.970787,3.334228,-35.671853,-1.560531,-2.917115,1.229683,-9.900802,16.215122,1826.576917,-1.021768,4.852075,-340.868672,-3.077676,90.073965,5.958763,3.546315,-8.413850,-0.569729,9.408338,214.706811,17.218365,9.968666,-39.621664,-0.521268,-1.162758,3.955296,-7.223664,2.247292,-17.532701,10.815471,-353.416455,-18.721963,-1.389764,2.702055,-111.434946,3.061134,-17.643024,-2.783218,4.511448,-35.642399,-0.612449,44.428257,35.871861,7.018804,3.600905,-2.109069,-9.521543,0.586730,-2156.076162,500.643770,5.452622,37.850100,14.053904,3.165043,1.805520,5.283013,-3.625720,3207.325569,-2.578768,35.425894,-5.787876,6106.109841,3.307969,-10.514604,43.429074,0.737471,1.669681,4.429311,18.932579,9.740225,5.192564,0.251740,0.521262,-3.955517,-8.679491,129.249385,-2.099334,1.729330,-9.442308,2.542452,-12.938119,92.189167,-5.976530,-1.991825,-0.780130,7.953643,4.963013,11.497772,-6.546156,0.063335,-0.364627,11.932479,26.384037,18.261359,1.612654,8.654012,-3.321580,-2.924187,14281.741880,2.604252,7.778582,-96.374404,19.471639,-120.344775,-1.587756,0.338489,-0.204074,-5.853693,2.672792,-4.742987,2.530466,2.473638,28.880637,8.779023,7.131369,-76.879866,2.952089,-1.249133,-1.975537,1.041818,-1.626851,1.146799,-0.872682,-0.021828,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809200,-9.230584,5.123683,2.006172,-11.680962,-0.636225,0.725168,-2.823643,4.097683,-24.644545,-3.584617,3.246871,16.439399,-20.212440,2.814812,0.924336,12.028461,1.363281,-23.182633,-2.532344,11.009080,55.789487,-5.318872,-3.680112,-10.020204,-2.386678,-1.786085,-55.964287,-0.911953,0.174459,3.357777,-1.630587,2.432917,4.775430,2.172513,-1.923615,728.324625,-5.049207,1.347582,25.091503,-10.323395,-32.980023,74.077716,-8.037387,-10.070071
325,0.000010,-12.922398,9.296302,-1.347894,13.403776,-2.346558,10.813284,0.673800,0.042929,-62.411115,-1.236254,21.182557,1.109675,-49.589802,-12830.432941,-44.948459,0.956282,-0.417538,-1.431904,-5028.042281,-2.428217,0.795852,-1.854858,2.610463,-3.018442,-1.697173,-0.109656,-36.448787,30.970786,3.334171,-35.671853,-1.560816,-2.917285,1.229512,-9.900853,16.215122,1826.576917,-1.021777,4.852127,-340.868672,-3.077189,90.073965,5.958754,3.546267,-8.413866,-0.569221,9.408230,214.706811,17.218365,9.968656,-39.621663,-0.521464,-1.162899,3.955278,-7.223663,2.247329,-17.532837,10.815470,-353.416455,-18.721963,-1.390088,2.701832,-111.434946,3.061270,-17.642990,-2.783356,4.511458,-35.642399,-0.612495,44.428257,35.871861,7.018803,3.600884,-2.109026,-9.521500,0.586933,-2156.076162,500.643770,5.452608,37.850100,14.053901,3.164943,1.805405,5.283007,-3.625030,3207.325569,-2.578736,35.425894,-5.787910,6106.109841,3.308117,-10.514603,43.429074,0.737219,1.670115,4.429307,18.932584,9.740238,5.192440,0.251779,0.521278,-3.955506,-8.679471,129.249385,-2.099283,1.729311,-9.442439,2.542903,-12.938117,92.189167,-5.976496,-1.991725,-0.780362,7.953644,4.962966,11.497774,-6.546149,0.063235,-0.364593,11.932475,26.384037,18.261358,1.612358,8.654048,-3.321544,-2.924141,14281.741880,2.560016,7.778580,-96.374404,19.471637,-120.344775,-1.588758,0.338493,-0.203953,-5.853690,2.672779,-4.742982,2.530364,2.473868,28.880637,8.778963,7.131368,-76.879866,2.952043,-1.249227,-1.975542,1.041895,-1.626090,1.146869,-0.873498,-0.021711,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809293,-9.230584,5.123770,2.006177,-11.680959,-0.635987,0.725191,-2.823621,4.097681,-24.644545,-3.584818,3.246780,16.439400,-20.212439,2.814801,0.924425,12.028460,1.363144,-23.182633,-2.532253,11.009057,55.789487,-5.318877,-3.680119,-10.020320,-2.386178,-1.786003,-55.964287,-0.911113,0.174429,3.357402,-1.630753,2.432976,4.775422,2.172515,-1.923734,728.324625,-5.049198,1.347605,25.091503,-10.323369,-32.980023,74.077716,-8.037387,-10.069833
326,0.000010,-12.922397,9.296340,-1.347872,13.403778,-2.347445,10.813307,0.674016,0.042851,-62.411115,-1.236040,21.182556,1.109625,-49.589802,-12830.432941,-44.948459,0.956293,-0.417711,-1.431030,-5028.042281,-2.428226,0.795426,-1.854555,2.610496,-3.018831,-1.696894,-0.109727,-36.448787,30.970786,3.334114,-35.671853,-1.561103,-2.917454,1.229339,-9.900904,16.215122,1826.576917,-1.021787,4.852179,-340.868672,-3.076688,90.073965,5.958746,3.546220,-8.413882,-0.568666,9.408120,214.706811,17.218365,9.968647,-39.621663,-0.521673,-1.163041,3.955259,-7.223661,2.247367,-17.532973,10.815470,-353.416455,-18.721963,-1.390430,2.701591,-111.434946,3.061407,-17.642955,-2.783496,4.511469,-35.642399,-0.612540,44.428257,35.871860,7.018803,3.600863,-2.108982,-9.521457,0.587137,-2156.076162,500.643770,5.452595,37.850100,14.053898,3.164842,1.805289,5.283001,-3.624311,3207.325569,-2.578704,35.425894,-5.787945,6106.109841,3.308268,-10.514602,43.429073,0.736963,1.669743,4.429303,18.932588,9.740251,5.192315,0.251818,0.521294,-3.955495,-8.679451,129.249385,-2.099233,1.729291,-9.442570,2.544630,-12.938116,92.189166,-5.976461,-1.991625,-0.780592,7.953646,4.962919,11.497776,-6.546143,0.063135,-0.364560,11.932471,26.384037,18.261358,1.612809,8.654084,-3.321508,-2.924095,14281.741880,2.557964,7.778578,-96.374404,19.471635,-120.344775,-1.589862,0.338496,-0.203832,-5.853688,2.672767,-4.742978,2.530261,2.474115,28.880637,8.778902,7.131366,-76.879866,2.951996,-1.249321,-1.975547,1.041972,-1.625256,1.146940,-0.874393,-0.021594,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809386,-9.230583,5.123857,2.006183,-11.680957,-0.635749,0.725214,-2.823598,4.097678,-24.644545,-3.585030,3.246688,16.439400,-20.212439,2.814790,0.924515,12.028459,1.363008,-23.182633,-2.532162,11.009034,55.789487,-5.318881,-3.680126,-10.020440,-2.385643,-1.785922,-55.964287,-0.910196,0.174399,3.357019,-1.630922,2.433036,4.775415,2.172518,-1.923854,728.324625,-5.049188,1.347628,25.091502,-10.323344,-32.980023,74.077716,-8.037386,-10.069592
327,0.000010,-12.922397,9.296378,-1.347849,13.403780,-2.348399,10.813329,0.674237,0.042774,-62.411115,-1.235823,21.182556,1.109575,-49.589802,-12830.432941,-44.948460,0.956304,-0.417885,-1.430099,-5028.042281,-2.428234,0.794997,-1.854251,2.610233,-3.019235,-1.696610,-0.109797,-36.448786,30.970786,3.334057,-35.671853,-1.561391,-2.917623,1.229165,-9.900956,16.215122,1826.576917,-1.021796,4.852230,-340.868672,-3.076171,90.073966,5.958738,3.546172,-8.413898,-0.568086,9.408011,214.706811,17.218365,9.968638,-39.621663,-0.521890,-1.163184,3.955241,-7.223659,2.247405,-17.533110,10.815469,-353.416455,-18.721963,-1.390794,2.701347,-111.434946,3.061544,-17.642920,-2.783636,4.511480,-35.642398,-0.612586,44.428257,35.871860,7.018803,3.600841,-2.108939,-9.521414,0.587342,-2156.076162,500.643770,5.452581,37.850100,14.053895,3.164740,1.805173,5.282995,-3.623557,3207.325569,-2.578671,35.425894,-5.787979,6106.109841,3.308423,-10.514602,43.429073,0.736702,1.669336,4.429299,18.932593,9.740264,5.192189,0.251858,0.521310,-3.955484,-8.679430,129.249385,-2.099182,1.729272,-9.442702,2.547426,-12.938115,92.189166,-5.976426,-1.991524,-0.780822,7.953647,4.962871,11.497779,-6.546136,0.063034,-0.364526,11.932468,26.384037,18.261357,1.613291,8.654120,-3.321472,-2.924049,14281.741880,2.555960,7.778575,-96.374404,19.471634,-120.344775,-1.591095,0.338500,-0.203709,-5.853686,2.672754,-4.742974,2.530159,2.474363,28.880637,8.778842,7.131365,-76.879866,2.951950,-1.249415,-1.975552,1.042050,-1.624326,1.147013,-0.875387,-0.021476,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809480,-9.230583,5.123945,2.006188,-11.680955,-0.635510,0.725237,-2.823574,4.097675,-24.644545,-3.585253,3.246595,16.439400,-20.212438,2.814778,0.924605,12.028457,1.362871,-23.182633,-2.532072,11.009011,55.789487,-5.318886,-3.680132,-10.020563,-2.385064,-1.785841,-55.964286,-0.909183,0.174368,3.356627,-1.631095,2.433096,4.775407,2.172521,-1.923974,728.324625,-5.049179,1.347651,25.091502,-10.323319,-32.980023,74.077716,-8.037386,-10.069347
328,0.000009,-12.922396,9.296416,-1.347826,13.403782,-2.349435,10.813352,0.674465,0.042696,-62.411115,-1.235602,21.182556,1.109525,-49.589802,-12830.432941,-44.948460,0.956315,-0.418060,-1.429099,-5028.042281,-2.428243,0.794563,-1.853944,2.609962,-3.019654,-1.696322,-0.109869,-36.448785,30.970785,3.334000,-35.671853,-1.561680,-2.917793,1.228990,-9.901007,16.215122,1826.576917,-1.021806,4.852282,-340.868672,-3.075639,90.073966,5.958730,3.546125,-8.413914,-0.567479,9.407901,214.706811,17.218364,9.968628,-39.621663,-0.522116,-1.163329,3.955223,-7.223658,2.247442,-17.533247,10.815468,-353.416455,-18.721963,-1.391182,2.701103,-111.434946,3.061682,-17.642885,-2.783777,4.511490,-35.642398,-0.612631,44.428257,35.871860,7.018803,3.600820,-2.108896,-9.521370,0.587547,-2156.076162,500.643770,5.452567,37.850099,14.053892,3.164638,1.805057,5.282988,-3.622767,3207.325569,-2.578639,35.425895,-5.788014,6106.109841,3.308581,-10.514601,43.429073,0.736437,1.668914,4.429295,18.932597,9.740277,5.192063,0.251897,0.521326,-3.955473,-8.679410,129.249385,-2.099131,1.729253,-9.442834,2.554006,-12.938114,92.189166,-5.976391,-1.991422,-0.781051,7.953649,4.962823,11.497781,-6.546129,0.062932,-0.364492,11.932464,26.384037,18.261357,1.613788,8.654156,-3.321436,-2.924003,14281.741880,2.550433,7.778573,-96.374404,19.471632,-120.344775,-1.592502,0.338504,-0.203586,-5.853684,2.672742,-4.742969,2.530055,2.474609,28.880636,8.778782,7.131364,-76.879866,2.951903,-1.249509,-1.975558,1.042128,-1.623270,1.147087,-0.876508,-0.021357,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809573,-9.230583,5.124034,2.006194,-11.680953,-0.635272,0.725260,-2.823549,4.097673,-24.644544,-3.585490,3.246503,16.439400,-20.212437,2.814767,0.924696,12.028456,1.362734,-23.182633,-2.531981,11.008988,55.789487,-5.318890,-3.680139,-10.020690,-2.384434,-1.785760,-55.964286,-0.908045,0.174338,3.356226,-1.631272,2.433156,4.775400,2.172523,-1.924096,728.324625,-5.049170,1.347674,25.091502,-10.323294,-32.980023,74.077716,-8.037386,-10.069099
329,0.000009,-12.922396,9.296455,-1.347803,13.403784,-2.350572,10.813375,0.674698,0.042618,-62.411115,-1.235378,21.182555,1.109475,-49.589802,-12830.432941,-44.948460,0.956326,-0.418234,-1.428020,-5028.042281,-2.428252,0.794125,-1.853635,2.609688,-3.020090,-1.696030,-0.109940,-36.448785,30.970785,3.333943,-35.671853,-1.561971,-2.917962,1.228813,-9.901059,16.215122,1826.576917,-1.021815,4.852334,-340.868672,-3.075088,90.073966,5.958722,3.546077,-8.413930,-0.566841,9.407791,214.706811,17.218364,9.968619,-39.621663,-0.522350,-1.163476,3.955205,-7.223656,2.247480,-17.533384,10.815468,-353.416455,-18.721963,-1.391600,2.700859,-111.434946,3.061821,-17.642850,-2.783920,4.511501,-35.642398,-0.612676,44.428256,35.871860,7.018802,3.600798,-2.108852,-9.521327,0.587752,-2156.076162,500.643770,5.452554,37.850099,14.053889,3.164535,1.804941,5.282982,-3.621933,3207.325569,-2.578607,35.425895,-5.788048,6106.109841,3.308744,-10.514600,43.429073,0.736168,1.668474,4.429291,18.932602,9.740290,5.191936,0.251937,0.521342,-3.955462,-8.679390,129.249385,-2.099081,1.729233,-9.442967,2.518753,-12.938113,92.189165,-5.976356,-1.991319,-0.781280,7.953650,4.962775,11.497783,-6.546122,0.062829,-0.364458,11.932461,26.384037,18.261356,1.614301,8.654192,-3.321401,-2.923957,14281.741880,2.584208,7.778571,-96.374404,19.471630,-120.344775,-1.594149,0.338508,-0.203463,-5.853682,2.672730,-4.742965,2.529952,2.474854,28.880636,8.778721,7.131362,-76.879866,2.951857,-1.249604,-1.975563,1.042205,-1.622038,1.147162,-0.877802,-0.021238,-94.626823,-194.110200,-4.660448,-2274.820433,-2.809666,-9.230583,5.124123,2.006199,-11.680950,-0.635034,0.725283,-2.823523,4.097670,-24.644544,-3.585741,3.246410,16.439400,-20.212436,2.814756,0.924786,12.028455,1.362598,-23.182632,-2.531891,11.008965,55.789487,-5.318895,-3.680146,-10.020820,-2.383741,-1.785679,-55.964286,-0.906738,0.174308,3.355816,-1.631453,2.433217,4.775393,2.172526,-1.924219,728.324625,-5.049160,1.347697,25.091502,-10.323269,-32.980023,74.077716,-8.037385,-10.068848
